,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,id,mood
43,0.956,0.278,119.991,0.0542,0.00222,0.0,0.642,208253,-2.282,0.66,7859pcBwSTJ8jerSu6lh9C,Energetic
44,0.818,0.179,136.025,0.0457,0.0182,0.0,0.56,200737,-4.873,0.398,7MF8YHMgxCM4nVHCckAn6U,Energetic
45,0.686,0.0781,161.977,0.105,0.000481,0.0,0.51,189360,-3.437,0.822,5v8NOFjQCxBxpCNlul11Mg,Energetic
46,0.759,0.077,91.123,0.101,0.034,0.0,0.51,207142,-4.854,0.237,2UKMqNCVsHrAYzBZMA0rxL,Energetic
47,0.742,0.11,91.959,0.0716,0.0722,0.0199,0.7,302000,-6.777,0.197,2oaK4JLVnmRGIO9ytBE1bt,Energetic
48,0.752,0.353,138.012,0.037,0.000702,0.0,0.539,239147,-4.35,0.53,3mSikHaYxiUSMIzM4wOyQn,Energetic
49,0.852,0.0935,101.968,0.046,0.0175,0.306,0.425,321040,-5.607,0.512,0N5aQPSHQAADNV3VbRH7Ph,Energetic
50,0.435,0.0952,119.057,0.0604,0.479,0.553,0.832,259093,-9.598,0.279,5N7d8uxMeuO4HdncbkuhSB,Energetic
51,0.905,0.136,153.398,0.054,0.00172,0.0104,0.542,203347,-5.653,0.374,0ntQJM78wzOLVeCUAW7Y45,Energetic
52,0.789,0.0754,129.804,0.0676,0.00178,0.0071,0.674,121160,-6.903,0.918,1FTSo4v6BOZH9QxKc3MbVM,Energetic
53,0.824,0.0922,89.972,0.0413,0.000127,0.000311,0.501,236427,-7.25,0.57,1060gzllf4b0UETAXisR5l,Energetic
54,0.865,0.237,120.011,0.0472,0.0435,0.00559,0.671,209333,-5.735,0.865,2zrIyIdqafYozfsgiMY0Ae,Energetic
55,0.839,0.576,116.947,0.102,0.00125,0.0,0.397,191293,-6.674,0.764,7v9Ne4758aGFfFc5avh89h,Energetic
56,0.932,0.0476,109.989,0.0376,1.61e-05,0.0188,0.575,172600,-2.72,0.659,1edoYv7eYCeTzzQqFjvsDu,Energetic
57,0.938,0.0973,94.526,0.0386,0.0135,0.0,0.629,176803,-4.516,0.86,65TFv7X6VW3lJC6kadjk8u,Energetic
58,0.836,0.193,119.751,0.0446,0.000446,0.0,0.558,149048,-4.024,0.446,4c5NmcWUEjkIalsXJUsNqw,Energetic
59,0.914,0.325,132.006,0.0413,0.000124,0.0142,0.517,174853,-3.471,0.476,6nZpUrYPnt1JHCYwtt4wrf,Energetic
60,0.957,0.187,135.013,0.0529,0.00298,0.0,0.504,205627,-2.657,0.676,5ynWvN3bQymHVThxutO4hG,Energetic
61,0.736,0.103,114.218,0.0475,0.0204,0.000397,0.354,230773,-4.222,0.211,2z1oTtp1Pee6NyoOlVum0e,Energetic
62,0.947,0.212,157.987,0.144,0.000365,0.0,0.467,262613,-3.393,0.763,6cXxbf1eyxNDkjbGEawVFV,Energetic
63,0.912,0.0719,107.655,0.0369,0.365,2.09e-05,0.633,193200,-7.31,0.843,4yvLuzn3JWfasEnHFVBbdM,Energetic
64,0.72,0.0466,121.864,0.0623,5.59e-05,0.836,0.404,258467,-9.18,0.475,4qMzPtAZe0C9KWpWIzvZAP,Energetic
65,0.81,0.322,165.269,0.0439,0.0164,0.107,0.396,314747,-4.242,0.252,0BS1mTb6ZvZcVm217dyWFU,Energetic
66,0.804,0.0619,120.001,0.0612,3.79e-05,0.85,0.627,194000,-6.196,0.526,2IJWmSFNRb2Ci8LB3wNbQV,Energetic
67,0.819,0.185,139.784,0.051,0.000484,0.0412,0.422,259813,-7.698,0.598,0R194013qdfjeFiap76Nzs,Energetic
68,0.72,0.62,147.669,0.0567,0.0123,1.75e-05,0.277,280103,-7.515,0.576,7LHNVffwgV881YTVbOFZRn,Energetic
69,0.8,0.329,83.81,0.0523,0.00977,3.08e-06,0.391,210851,-2.761,0.398,11FvComd16zZX61DrlP3o1,Energetic
70,0.912,0.363,104.522,0.0618,0.0173,0.0,0.458,257760,-3.666,0.611,6EsBn1Md8C5YdbCzvwvZq8,Energetic
71,0.913,0.0671,145.522,0.074,0.000189,0.00142,0.462,252107,-4.298,0.72,1QZFn6QUNHfCp8s06C91hw,Energetic
72,0.931,0.412,135.826,0.0612,0.00126,0.00881,0.459,200693,-5.024,0.419,20j7B6mL9gnNvG3ic6Vwh5,Energetic
73,0.604,0.477,167.719,0.0495,0.000218,0.000579,0.577,263440,-5.703,0.637,6tsojOQ5wHaIjKqIryLZK6,Energetic
74,0.522,0.402,176.092,0.105,0.00294,0.0,0.405,149507,-7.066,0.459,6DTHkeVHU2CCB3601pJoHM,Energetic
75,0.901,0.538,105.999,0.0935,0.0234,0.0,0.626,164307,-5.075,0.731,41ZM2SdRn6KKqeHGjitBYD,Energetic
76,0.94,0.188,130.198,0.0696,0.000769,9.42e-05,0.366,255627,-5.119,0.369,5FZxsHWIvUsmSK1IAvm2pp,Energetic
77,0.959,0.028,172.984,0.0431,0.000917,0.0,0.433,269373,-4.04,0.365,7x8dCjCr0x6x2lXKujYD34,Energetic
78,0.946,0.294,109.94,0.0512,0.00102,0.00428,0.568,194853,-5.092,0.615,2mlTLwLY2lyRvzFrwguxIZ,Energetic
79,0.737,0.0758,138.034,0.173,0.0076,0.0,0.745,198018,-5.657,0.851,4lRG10ylRu2X4js7ZxK06Y,Energetic
80,0.87,0.118,96.006,0.189,0.0876,1.36e-06,0.565,194907,-5.299,0.363,1nUqrf8MMTeEhPQQpXHS11,Energetic
81,0.892,0.228,85.99,0.071,0.00261,0.000519,0.532,178795,-4.698,0.808,5Md4gGCtM6HV8eR2lQv8F2,Energetic
82,0.781,0.11,116.793,0.0364,0.00136,0.000735,0.516,235587,-4.004,0.897,7oXRMDUzBPekkLRTJhSGvC,Energetic
83,0.884,0.466,146.511,0.031,0.000138,0.0,0.538,233027,-3.251,0.736,5vfjUAhefN7IjHbTvVCT4Z,Energetic
84,0.913,0.346,96.184,0.0437,0.0193,8.59e-06,0.556,282160,-2.36,0.73,6vODhpvfWwdsO0i9MBWnEq,Energetic
85,0.705,0.0858,106.301,0.0452,0.000456,5.48e-06,0.536,238493,-4.241,0.454,2vx5Dc3Zxtd5yGDlh2pAAz,Energetic
86,0.875,0.117,169.152,0.199,0.0341,0.0,0.348,202133,-4.758,0.407,2zzLRQ78kKfPTx8FJQCdC2,Energetic
87,0.802,0.387,119.25,0.0392,0.25,0.0,0.491,248907,-7.106,0.472,77NNZQSqzLNqh2A9JhLRkg,Energetic
88,0.656,0.0631,123.207,0.0381,0.00174,0.0,0.678,257053,-6.41,0.485,26D1PRJjD9Jj1JGRk88KVc,Energetic
89,0.811,0.0677,123.048,0.0431,0.00105,2.08e-06,0.71,199200,-4.079,0.914,3jUTjCISntIUFL8jnAjzgc,Energetic
90,0.735,0.123,122.979,0.0384,0.00397,0.0205,0.831,260507,-6.254,0.97,5EYdTPdJD74r9EVZBztqGG,Energetic
91,0.943,0.317,140.042,0.0512,0.0056,0.000587,0.532,294800,-4.549,0.371,1rSo624QuuCteNxAzsU3SV,Energetic
92,0.897,0.0901,75.529,0.0756,9.67e-05,0.000474,0.503,192039,-5.213,0.621,7pAl6xhxJtpuekgzY1dmlE,Energetic
93,0.752,0.304,101.011,0.0261,0.000264,2.28e-05,0.549,188277,-5.933,0.656,0RLc0uoIsPFdIgwIEVxaXI,Energetic
94,0.792,0.106,97.998,0.035,0.000383,0.000259,0.547,234093,-5.645,0.395,66Avcq6c51vcMGXLzHH5d7,Energetic
95,0.883,0.868,125.02,0.0341,0.00114,0.041,0.555,316718,-3.426,0.507,383QXk8nb2YrARMUwDdjQS,Energetic
96,0.965,0.11,136.018,0.05,6.94e-06,0.000402,0.408,218000,-4.232,0.349,2UKARCqDrhkYDoVR4FN5Wi,Energetic
97,0.732,0.062,92.057,0.0795,0.0139,2.61e-06,0.641,262107,-7.57,0.763,47StfXJOnGLhYfMEWgoTiX,Energetic
98,0.962,0.294,161.292,0.0659,0.0103,0.00103,0.361,174027,-2.928,0.927,5wHNRDvNDTvAvNUllq5v7R,Energetic
99,0.814,0.216,108.016,0.0558,0.229,0.00676,0.658,183602,-4.631,0.69,3MjrueDQKVr6xDDseZwhEd,Energetic
0,0.97,0.205,79.504,0.0648,0.0644,0.000156,0.715,239240,-2.206,0.963,3AszgPDZd9q0DpDFt4HFBy,Happy
1,0.609,0.0344,114.988,0.0824,0.00801,8.15e-05,0.856,269667,-7.223,0.928,32OlwWuMpZ6b0aN2RZOeMS,Happy
2,0.832,0.269,125.926,0.0298,0.168,0.00131,0.697,215093,-7.264,0.979,2grjqo0Frpf2okIBiifQKs,Happy
3,0.338,0.248,177.765,0.0329,0.652,3.73e-06,0.388,303373,-10.054,0.478,2RlgNHKcydI9sayD2Df2xp,Happy
4,0.651,0.105,97.918,0.0324,0.292,0.00241,0.69,254560,-8.267,0.706,0bRXwKfigvpKZUurwqAlEh,Happy
5,0.804,0.0685,107.383,0.0473,0.172,0.00028,0.731,205933,-7.621,0.957,7GVUmCP00eSsqc4tzj1sDD,Happy
6,0.503,0.0662,101.05,0.109,0.344,0.0,0.79,252524,-11.169,0.881,1WR8eDyLw7uW5KDv7Sr50h,Happy
7,0.626,0.183,82.488,0.0805,0.125,0.0,0.731,173640,-6.919,0.862,1v3Ozpbcx2B926aVW0UuXk,Happy
8,0.857,0.0726,127.656,0.17,0.00131,0.0,0.965,183760,-8.458,0.951,6jBCehpNMkwFVF3dz4nLIW,Happy
9,0.518,0.104,151.891,0.0897,0.223,0.0,0.815,177667,-6.594,0.877,0uI7yAKUf52Cn7y3sYyjiX,Happy
10,0.884,0.0997,119.991,0.0459,0.00516,0.0,0.612,245626,-4.4,0.626,0QULNNd9z5s35entfiiXoa,Happy
11,0.8,0.0822,100.011,0.0399,0.00584,0.0,0.706,259333,-6.333,0.629,3U5JVgI2x4rDyHGObzJfNf,Happy
12,0.782,0.317,79.427,0.185,0.375,0.0,0.655,184227,-4.789,0.832,3cU2wBxuV6nFiuf6PJZNlC,Happy
13,0.709,0.0289,122.019,0.0839,0.0048,0.0,0.7,202960,-5.006,0.625,1gv4xPanImH17bKZ9rOveR,Happy
14,0.765,0.0527,120.001,0.0585,0.00765,3.82e-06,0.765,227147,-2.732,0.886,4urcG6Nfubqsuqy3juMjBi,Happy
15,0.571,0.0912,105.049,0.0439,0.0558,0.0,0.575,197947,-7.906,0.449,4NBTZtAt1F13VvlSKe6KTl,Happy
16,0.727,0.327,110.037,0.0679,0.706,0.000105,0.873,196198,-7.373,0.835,1CIEmoSeUqxnUAx5tQBiDS,Happy
17,0.678,0.101,103.952,0.0324,0.0151,5.71e-06,0.693,228267,-7.159,0.404,6oJ6le65B3SEqPwMRNXWjY,Happy
18,0.771,0.087,125.011,0.0725,0.00761,0.0,0.729,198053,-2.451,0.873,3SPDQfj2UfWq6A2NllZnzn,Happy
19,0.748,0.16,120.052,0.0488,0.189,2.66e-06,0.636,166183,-3.158,0.631,6NT3mn7s2Td1WzhK4DcUcQ,Happy
20,0.438,0.0764,175.139,0.0529,0.064,0.0,0.424,144893,-15.192,0.924,6fvIzrJ6boUDFF19fH4S2s,Happy
21,0.881,0.21,138.03,0.0393,0.209,0.0,0.642,222045,-3.537,0.913,38zwkK6TtTjIW9tpYBfZ3D,Happy
22,0.801,0.328,160.547,0.0565,0.691,0.0,0.458,159853,-7.83,0.93,7FS541dJh3iQAEXEZoDhE6,Happy
23,0.569,0.046,167.202,0.0552,0.261,0.308,0.737,190707,-6.702,0.912,2dlEdDEmuQsrcXaAL3Znzi,Happy
24,0.573,0.0607,81.548,0.0423,0.271,0.0,0.62,231333,-11.893,0.897,0ikz6tENMONtK6qGkOrU3c,Happy
25,0.911,0.348,117.147,0.0417,0.0557,5.54e-06,0.661,334187,-6.571,0.919,0pBhA8yQ5FUKyQG13x2Qmh,Happy
26,0.514,0.0605,114.06,0.0295,0.255,0.0471,0.814,141267,-11.571,0.787,1orD9IAKp9MotxkDEhl6Mr,Happy
27,0.868,0.129,121.822,0.105,0.0876,0.124,0.647,242240,-6.427,0.803,3pf96IFggfQuT6Gafqx2rt,Happy
28,0.943,0.653,129.003,0.0431,0.0736,0.0,0.696,194867,-2.962,0.833,3CSpzkoL1XgDBZ1q9aDCUV,Happy
29,0.748,0.447,118.852,0.0363,0.127,0.0,0.5,250987,-9.072,0.514,4bHsxqR3GMrXTxEPLuK5ue,Happy
30,0.957,0.291,159.977,0.0634,0.00162,0.000617,0.426,174933,-5.552,0.888,4VRJfWj7cNKivIggXeje8z,Happy
31,0.822,0.0908,160.019,0.183,0.219,0.0,0.647,232720,-4.662,0.962,60nZcImufyMA1MKQY3dcCH,Happy
32,0.832,0.0968,113.035,0.0682,0.0106,0.0,0.669,237547,-5.72,0.7,1WkMMavIMc4JZ8cfMmxHkI,Happy
33,0.905,0.224,123.517,0.0636,0.0124,0.000265,0.839,455577,-4.879,0.849,21uey4kQ7dai4fGgGNLGcn,Happy
34,0.748,0.604,94.1,0.0887,0.0849,0.0,0.652,267413,-5.242,0.652,1z6WtY7X4HQJvzxC4UgkSf,Happy
35,0.824,0.0888,118.818,0.0453,0.207,0.000307,0.709,291293,-8.824,0.867,2tUBqZG2AbRi7Q0BIrVrEj,Happy
36,0.773,0.11,119.961,0.148,0.019,1.28e-06,0.681,199008,-5.749,0.429,00ETaeHUQ6lops3oWU1Wrt,Happy
37,0.732,0.342,123.982,0.0421,0.0547,2.47e-06,0.786,190680,-6.664,0.631,3qcse1HvDQ1vGQo6Egtkom,Happy
38,0.647,0.0964,130.032,0.0301,0.0301,0.000142,0.639,148034,-6.537,0.352,6CenzKfN5aqSMXV8yJAi43,Happy
39,0.733,0.17,119.933,0.0359,0.248,8.96e-06,0.66,217000,-4.619,0.304,2iL0W5qi0ivZ9WRXbZ74cS,Happy
40,0.523,0.132,104.988,0.03,0.184,3.56e-05,0.765,217307,-4.333,0.394,1rfofaqEpACxVEHIZBJe6W,Happy
41,0.724,0.0522,112.992,0.0754,0.0934,1.73e-06,0.838,175333,-3.025,0.385,5yjOhc3JKrznGouRHMagoJ,Happy
42,0.486,0.111,128.038,0.0311,0.0129,0.0,0.414,230762,-6.431,0.368,4ut5G4rgB1ClpMTMfjoIuy,Happy
43,0.801,0.134,108.001,0.0333,0.00415,0.000248,0.703,202222,-4.694,0.672,6QD2VjrjttjljqUZPf9R89,Happy
44,0.912,0.259,128.024,0.0884,0.0434,0.0,0.595,234453,-3.428,0.762,3rfhI32Il2hVRKDkuGeeen,Happy
45,0.817,0.117,119.95,0.0407,0.00987,0.00167,0.736,204760,-4.9,0.653,3LUWWox8YYykohBbHUrrxd,Happy
46,0.67,0.338,118.159,0.0473,0.0104,3.33e-06,0.588,238173,-6.439,0.505,5N4erncE7kuUccm7zEmwzk,Happy
47,0.807,0.348,103.038,0.035,0.0714,0.28,0.763,229640,-3.714,0.559,3FtYbEfBqAlGO46NUDQSAt,Happy
48,0.791,0.157,102.071,0.124,0.0384,0.0,0.72,175427,-4.689,0.756,2Dz8KeCYs9awlwUJStJlmh,Happy
49,0.96,0.121,117.486,0.032,0.0457,0.0,0.574,254733,-4.906,0.978,2Y90nL1ohB4sgYELDs7uNx,Happy
50,0.735,0.242,115.741,0.0457,0.286,0.0,0.672,201287,-4.733,0.754,4ofwffwvvnbSkrMSCKQDaC,Happy
51,0.886,0.0826,97.012,0.0431,0.185,0.0,0.673,216773,-4.44,0.795,4HlFJV71xXKIGcU3kRyttv,Happy
52,0.706,0.105,106.52,0.0312,0.0833,0.0,0.689,226268,-4.48,0.623,2sX7lJXsOYGP1Us6CqM9t1,Happy
53,0.816,0.335,95.39,0.0465,0.122,0.0,0.548,174000,-4.209,0.557,6UelLqGlWMcVH1E5c4H7lY,Happy
54,0.847,0.25,173.914,0.0348,5.12e-06,0.0208,0.323,98400,-4.716,0.859,1Q8reqCOXg2yqNr47HGo9X,Happy
55,0.778,0.111,126.001,0.0522,0.0856,0.0,0.646,200347,-4.07,0.874,6Ie4zAU48O8czAm0sAG0D7,Happy
56,0.866,0.257,128.038,0.0619,0.00701,0.0,0.578,199080,-3.804,0.619,0kzw2tRyuL9rzipi5ntlIy,Happy
57,0.849,0.121,100.095,0.0649,0.0916,0.0,0.679,238667,-3.841,0.683,6iMoJ3UdrO2ZjzzcaN8Eom,Happy
58,0.589,0.136,97.979,0.0403,0.00417,2.67e-05,0.768,199380,-8.991,0.757,6zTKuNMEU3svBn65L6u88M,Happy
59,0.649,0.332,95.034,0.0691,0.223,0.0,0.876,203680,-4.369,0.742,5H9H0i7UCmRDCZRHldbmhN,Happy
60,0.712,0.211,98.023,0.046,0.132,0.0,0.694,201122,-3.923,0.799,1rIKgCH4H52lrvDcz50hS8,Happy
61,0.844,0.238,110.031,0.0409,0.0016,0.00247,0.639,172376,-3.126,0.697,3AYirxvYvayyrk0u4c2ytC,Happy
62,0.567,0.18,144.021,0.0585,0.193,0.00023,0.789,145701,-8.501,0.725,6Gl9htJmNmnugLygZo15QF,Happy
63,0.768,0.325,123.07,0.0394,0.0119,4.91e-06,0.781,213309,-5.991,0.486,5N5k9nd479b1xpDZ4usjrg,Happy
64,0.758,0.152,117.82,0.221,0.00616,0.0,0.79,152526,-4.286,0.79,1GELM6kROxHwFJDJdp7qqy,Happy
65,0.817,0.0905,77.053,0.052,0.134,0.0,0.529,225587,-4.05,0.299,4GV5sSkmlS3BQutuSIqZkV,Happy
66,0.862,0.0814,123.994,0.11,0.037,2.19e-05,0.791,214847,-3.24,0.592,7ef4DlsgrMEH11cDZd32M6,Happy
67,0.598,0.295,149.836,0.0868,0.16,0.0,0.758,184905,-5.695,0.658,4TgxFMOn5yoESW6zCidCXL,Happy
68,0.699,0.0814,104.941,0.0958,0.488,3.6e-06,0.773,180120,-5.982,0.513,4BiiOzZCrXEzHRLYcYFiD5,Happy
69,0.743,0.111,169.981,0.0425,0.0267,0.00504,0.558,184941,-5.744,0.4,0K7dHDzNwEAF4kgJUK96Mq,Happy
70,0.497,0.0911,99.137,0.0809,0.152,0.0,0.677,236853,-5.763,0.419,0Zbbxnx4SGGHoIow4PpISP,Happy
71,0.653,0.191,100.051,0.0626,0.195,0.0,0.565,174507,-5.846,0.471,61A5grQZlbqoCxVUWLI19v,Happy
72,0.869,0.0593,123.964,0.0461,0.149,0.0,0.678,200533,-4.345,0.882,0iSWAT0EL8TwmzcgBjKMh6,Happy
73,0.584,0.366,179.954,0.284,0.0805,0.0,0.581,206046,-4.928,0.756,6SGG5AxHShqSYiV9fCWpZz,Happy
74,0.954,0.0555,178.043,0.0476,0.00414,0.0,0.425,243160,-3.756,0.933,0Ph6L4l8dYUuXFmb71Ajnd,Happy
75,0.643,0.0735,102.09,0.325,0.203,0.0,0.582,161075,-5.242,0.645,6S9i5ew6dEQO0RSTkmBLoE,Happy
76,0.435,0.106,114.963,0.0391,0.369,0.0,0.666,153931,-8.089,0.6,05OCY605lOXP7koHNBMPc2,Happy
77,0.363,0.363,94.978,0.0261,0.699,3e-05,0.682,154275,-10.837,0.203,5tqNWWiySiABLrGAvSWsO5,Happy
78,0.908,0.241,144.581,0.0879,1.4e-05,1.4e-05,0.376,265560,-3.793,0.266,67vYdAAM3oGsEImCRfbtsF,Happy
79,0.891,0.357,104.954,0.0376,0.000896,0.000137,0.568,190227,-5.786,0.522,5TUZhrb8UaaA76NhzZax2Z,Happy
80,0.555,0.418,110.663,0.049,0.0618,1.76e-06,0.393,313193,-7.26,0.328,6731YdP19CJBKlSaJNBAK0,Happy
81,0.642,0.108,96.957,0.134,0.00529,0.0,0.762,249984,-4.387,0.501,5X5glzGswcMhovzjTezQFC,Happy
82,0.699,0.0879,121.122,0.0892,0.0203,0.0,0.638,160398,-6.542,0.57,3YmgsYX80v0EtBZekgcB6w,Happy
83,0.786,0.0943,125.983,0.0478,0.197,0.0,0.676,218359,-4.529,0.483,0DmAvNCAK08oCi7miSZUIY,Happy
84,0.507,0.0543,123.998,0.0539,0.0451,0.0,0.957,172907,-6.206,0.817,5x0ON9RTinvk06U7SwLXjW,Happy
85,0.683,0.176,97.061,0.0328,0.0211,0.0,0.562,203320,-6.179,0.464,3KqRYO83UpIst49K6USWep,Happy
86,0.873,0.374,104.365,0.122,0.0486,0.0,0.478,155668,-3.637,0.739,2yySWxfeRN2QRZnFMnYMQl,Happy
87,0.495,0.111,93.063,0.034,0.0663,0.0,0.807,156507,-7.859,0.74,2VkPfL3qQ2adxShD3rNvoV,Happy
88,0.846,0.116,115.965,0.0439,0.0325,0.0,0.639,224813,-6.184,0.475,3M31S6f0z8S3nkFh3eS06W,Happy
89,0.678,0.0638,166.019,0.177,0.255,0.0,0.732,153523,-4.078,0.92,5MJ47IaaEMMKsgUqYEaCCv,Happy
90,0.689,0.0904,95.98,0.0503,0.0537,0.0,0.659,206135,-6.649,0.579,4LDuSfbXupGKg6RpkgTAij,Happy
91,0.823,0.322,128.035,0.0394,0.213,0.0,0.646,227267,-4.123,0.418,7MmG8p0F9N3C4AXdK6o6Eb,Happy
92,0.787,0.255,122.103,0.0337,0.0803,0.0,0.792,193672,-5.022,0.961,3lffqHBnMd4ie30QiRTBOY,Happy
93,0.856,0.347,119.397,0.0348,0.0624,0.0,0.632,232693,-3.463,0.867,3Fzlg5r1IjhLk2qRw667od,Happy
94,0.869,0.046,122.017,0.0382,0.128,2.2e-05,0.653,197347,-3.725,0.697,03mMSLEJCPoGJwQhHpN5y0,Happy
